unnamed: 0,model,colour,memory,ram,battery,rear_camera,front_camera,ai_lens,height,processor,prize,ram_num,memory_num,battery_num,rear_camera_num,front_camera_num,height_num
356,Infinix Zero 5G 2023 TURBO,Coral Orange,256,8,5000,50MP,16MP,0,17.22,Mediatek Dimensity 1080,17999,8.0,256.0,5000.0,50.0,16.0,17.22
358,vivo Y16,Steller Black,64,3,5000,13MP,5MP,0,16.54,Mediatek Helio P35,10999,3.0,64.0,5000.0,13.0,5.0,16.54
360,POCO X4 Pro 5G,Laser Black,128,8,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 695 5G,19499,8.0,128.0,5000.0,64.0,16.0,16.94
361,realme Narzo 50i,Carbon Black,64,4,5000,8MP,5MP,0,16.51,SC9863A,9349,4.0,64.0,5000.0,8.0,5.0,16.51
362,POCO X4 Pro 5G,Laser Black,128,8,5000,64MP,16MP,0,16.94,Qualcomm Snapdragon 695 5G,19499,8.0,128.0,5000.0,64.0,16.0,16.94
363,Tecno Spark Go 2023,Endless Black,64,4,5000,13MP,5MP,0,16.66,"2GHz, Quad Core ",8288,4.0,64.0,5000.0,13.0,5.0,16.66
364,REDMI 10 Prime 2022,Astral White,64,4,6000,50MP,13MP,0,16.51,Helio G88,12272,4.0,64.0,6000.0,50.0,13.0,16.51
365,Tecno Spark Go 2023,Endless Black,32,3,5000,13MP,5MP,0,16.66,"2GHz, Quad Core ",6794,3.0,32.0,5000.0,13.0,5.0,16.66
366,SAMSUNG Galaxy A23 5G,Light Blue,128,6,5000,50MP,8MP,0,16.76,Qualcomm Snapdragon 695 (SM6375),21999,6.0,128.0,5000.0,50.0,8.0,16.76
367,SAMSUNG Galaxy A14 5G,Dark Red,128,6,5000,50MP,13MP,0,16.76,SEC S5E8535 (Exynos 1330),18999,6.0,128.0,5000.0,50.0,13.0,16.76
371,REDMI Note 12 Pro+ 5G,Obsidian Black,256,4,4980,200MP,16MP,0,16.94,Mediatek Dimensity 1080,32999,4.0,256.0,4980.0,200.0,16.0,16.94
372,realme C35,Glowing Black,64,4,5000,50MP,8MP,0,16.76,Unisoc Tiger T616,9699,4.0,64.0,5000.0,50.0,8.0,16.76
374,realme C35,Glowing Black,128,4,5000,50MP,8MP,0,16.76,Unisoc Tiger T616,10699,4.0,128.0,5000.0,50.0,8.0,16.76
375,MOTOROLA g22,Cosmic Black,64,4,5000,50MP,16MP,0,16.51,Mediatek Helio G37,10999,4.0,64.0,5000.0,50.0,16.0,16.51
376,itel A60,VertMenthe,32,2,5000,8MP,5MP,0,16.76,Unisoc,5999,2.0,32.0,5000.0,8.0,5.0,16.76
377,vivo Y16,Drizzling Gold,64,4,5000,13MP,5MP,0,16.54,Mediatek Helio P35,11999,4.0,64.0,5000.0,13.0,5.0,16.54
379,vivo V23 5G,Stardust Black,256,4,4200,64MP,50MP,0,16.36,Mediatek Dimensity 920,27540,4.0,256.0,4200.0,64.0,50.0,16.36
380,OnePlus Nord 2T 5G,Gray Shadow,128,8,4500,50MP,32MP,0,17.02,Oxygen OS,27877,8.0,128.0,4500.0,50.0,32.0,17.02
381,SAMSUNG Galaxy A23 5G,Orange,128,6,5000,50MP,8MP,0,16.76,Qualcomm Snapdragon 695 (SM6375),21999,6.0,128.0,5000.0,50.0,8.0,16.76
382,itel A60,SapphireBlack,32,2,5000,8MP,5MP,0,16.76,Unisoc,5990,2.0,32.0,5000.0,8.0,5.0,16.76
383,itel A60,DawnBlue,32,2,5000,8MP,5MP,0,16.76,Unisoc,5999,2.0,32.0,5000.0,8.0,5.0,16.76
384,REDMI K50i 5G,Phantom Blue,128,6,5080,64MP,16MP,0,16.76,Dimensity 8100,21499,6.0,128.0,5080.0,64.0,16.0,16.76
385,POCO M4 Pro 5G,Cool Blue,128,8,5000,50MP,16MP,0,16.76,Mediatek Dimensity 810,15999,8.0,128.0,5000.0,50.0,16.0,16.76
386,MOTOROLA G42,Metallic Rose,64,4,5000,50MP,16MP,0,16.43,Qualcomm Snapdragon 680,11980,4.0,64.0,5000.0,50.0,16.0,16.43
387,Infinix Smart 6,Starry Purple,64,2,5000,8MP,5MP,0,16.76,Mediatek Helio A22,6999,2.0,64.0,5000.0,8.0,5.0,16.76
388,Infinix Smart 6,Heart Of Ocean,64,2,5000,8MP,5MP,0,16.76,Mediatek Helio A22,6999,2.0,64.0,5000.0,8.0,5.0,16.76
389,Infinix Smart 6,Light Sea Green,64,2,5000,8MP,5MP,0,16.76,Mediatek Helio A22,6999,2.0,64.0,5000.0,8.0,5.0,16.76
390,Infinix Smart 6,Polar Black,64,2,5000,8MP,5MP,0,16.76,Mediatek Helio A22,6999,2.0,64.0,5000.0,8.0,5.0,16.76
391,realme 10 Pro+ 5G,Nebula Blue,128,8,5000,108MP,16MP,0,17.02,Mediatek Dimensity 1080 5G,23999,8.0,128.0,5000.0,108.0,16.0,17.02
392,realme 9i,Prism Blue,64,4,5000,50MP,16MP,0,16.76,Qualcomm Snapdragon 680 (SM6225),11999,4.0,64.0,5000.0,50.0,16.0,16.76
393,realme 9i,Prism Black,128,4,5000,50MP,16MP,0,16.76,Qualcomm Snapdragon 680 (SM6225),13499,4.0,128.0,5000.0,50.0,16.0,16.76
396,SAMSUNG Galaxy A14 5G,Light Green,64,4,5000,50MP,13MP,0,16.76,SEC S5E8535 (Exynos 1330),16499,4.0,64.0,5000.0,50.0,13.0,16.76
397,SAMSUNG Galaxy A34 5G,Awesome Graphite,256,8,5000,48MP,13MP,0,16.76,"Dimensity 1080, Octa Core ",32999,8.0,256.0,5000.0,48.0,13.0,16.76
398,realme Narzo N55,Prime Blue,64,4,5000,64MP,8MP,0,17.07,Mediatek Helio G88,11349,4.0,64.0,5000.0,64.0,8.0,17.07
